WineID,WineDesignation,Category,CountryOfOrigin,Region,GrapeVariety,Year,AlcoholPercentage,BottleSize,PriceRange
2001,Grand Escolha,Sparkling,Italy,Piedmont,Fetească Neagră,2010,13.5,0.75L,Low
2002,Vigna del Melograno,White,USA,Oregon,Pinot Noir,2022,14.8,0.75L,Premium
2003,Domaine de Vaudon,Dessert,Chile,Maipo Valley,Sauvignon Blanc,2010,14.7,0.75L,Medium
2004,Emily's Cuvée,White,Spain,Rioja,Syrah,2012,13.3,1L,Medium
2005,Château Tour Blanche,White,Australia,Barossa Valley,Riesling,2006,14.4,1L,Low
2006,Campo di Marzo Riserva,White,USA,Napa Valley,Chardonnay,2007,12.6,0.75L,Medium
2007,Veleta Vijiriega,White,Argentina,Mendoza,Merlot,2007,13.0,0.75L,Medium
2008,Moose Valley Vineyard,Dessert,France,Provence,Syrah,2000,14.4,1L,Medium
2009,Les Chaumées Premier Cru,Dessert,USA,Sonoma,Tempranillo,2014,12.7,1L,Low
2010,Cuvée Alexandre,Sparkling,Romania,Dealu Mare,Tempranillo,2000,11.7,1.5L,High
2011,Cristal Brut,Dessert,Spain,Rioja,Sauvignon Blanc,2015,11.9,1.5L,Low
2012,Les Charmeuses,Red,Portugal,Douro,Sauvignon Blanc,2021,14.7,0.75L,Low
2013,Dijon Clones,Dessert,Chile,Casablanca Valley,Sauvignon Blanc,2000,14.8,0.75L,High
2014,Herea Frappato Rosato,Rosé,Germany,Mosel,Merlot,2003,13.6,1.5L,High
2015,Grâce Red,White,France,Bordeaux,Tempranillo,2021,11.3,1L,High
2016,C Blend,White,Germany,Mosel,Pinot Noir,2023,15.1,1L,Medium
2017,T-T Vineyard Cuvée R,Red,France,Burgundy,Chardonnay,2004,12.3,0.75L,Premium
2018,Silverwood Vineyard,Red,Portugal,Alentejo,Malbec,2011,11.4,1L,High
2019,Indian Summer,Dessert,Argentina,Salta,Chardonnay,2000,13.6,1L,Medium
2020,Faithful Hound,Dessert,Australia,Barossa Valley,Sauvignon Blanc,2016,14.7,1.5L,Medium
2021,Domaine Pignard,Dessert,Chile,Casablanca Valley,Chardonnay,2022,14.5,0.75L,Premium
2022,Falveys,Sparkling,Spain,Rioja,Cabernet Sauvignon,2003,14.8,1.5L,Premium
2023,Red Rex,Sparkling,USA,Sonoma,Merlot,2019,13.5,1.5L,Medium
2024,Conteisa,Dessert,Germany,Mosel,Syrah,2022,14.2,0.75L,Low
2025,Block 91D,White,Portugal,Alentejo,Chardonnay,2022,11.1,0.75L,High
2026,Aux Boudots Premier Cru,Red,France,Burgundy,Riesling,2010,11.7,1.5L,Low
2027,D'Orsaria,Red,Australia,Barossa Valley,Cabernet Sauvignon,2011,12.1,1L,Premium
2028,Lot 165,Dessert,Germany,Rheingau,Riesling,2015,15.2,1L,Medium
2029,Tatschler,White,France,Provence,Malbec,2021,12.1,0.75L,Low
2030,Amberhill,Red,France,Burgundy,Riesling,2017,12.2,0.75L,High
2031,Brut Milledì,White,Romania,Dealu Mare,Sauvignon Blanc,2018,11.8,0.75L,Medium
2032,Intenso,Rosé,Italy,Sicily,Sauvignon Blanc,2009,11.4,1.5L,High
2033,Savitar,Rosé,USA,Sonoma,Pinot Noir,2009,14.3,1L,Low
2034,Mercury Rising,Red,Spain,Rioja,Syrah,2013,12.6,1L,Premium
2035,Oak Barrel Fermented,White,Spain,Rioja,Tempranillo,2012,15.3,1L,Low
2036,Limited Selection Apalta Vineyard,White,Chile,Maipo Valley,Pinot Noir,2019,14.1,1L,Medium
2037,Maskaria,White,Germany,Rheingau,Syrah,2001,12.1,1.5L,Medium
2038,Bien Nacido Vineyard Grand Reserve,Rosé,USA,Sonoma,Malbec,2003,11.5,1L,Low
2039,Notre Passion Signargues,Rosé,Argentina,Salta,Fetească Neagră,2014,11.8,0.75L,Premium
2040,Thauvenay,White,Portugal,Douro,Sauvignon Blanc,2002,11.5,1.5L,Low
2041,Andrea La Rue,Sparkling,Italy,Sicily,Pinot Noir,2013,14.7,1.5L,Low
2042,Vine Age Series 10 Year Old Vines,White,Portugal,Alentejo,Malbec,2010,12.9,1L,Premium
2043,BT Tintorera,White,Portugal,Douro,Chardonnay,2009,15.4,0.75L,Low
2044,Prodigal,Sparkling,Portugal,Douro,Fetească Neagră,2023,14.2,1.5L,High
2045,Grinalda,Red,Chile,Maipo Valley,Riesling,2022,11.1,0.75L,Low
2046,MIllesimato Brut Il Vino dei Poeti,White,Germany,Rheingau,Syrah,2009,14.7,1.5L,Low
2047,Erasmo Late Harvest,White,France,Provence,Malbec,2017,12.0,1.5L,Premium
2048,Riserva Vereto,White,Argentina,Mendoza,Cabernet Sauvignon,2000,12.4,1L,Low
2049,Edìcìón Limitada 88 Barricas,Rosé,Italy,Sicily,Merlot,2001,12.7,1.5L,Low
2050,Russo Red,Sparkling,Australia,Hunter Valley,Chardonnay,2006,13.0,1L,Low
2051,Limited Bottling,Dessert,Romania,Dealu Mare,Syrah,2016,12.7,0.75L,High
2052,Gran Colegiata Campus,Sparkling,France,Bordeaux,Pinot Noir,2000,12.2,1L,Low
2053,Panorama Vineyard,Red,France,Provence,Cabernet Sauvignon,2009,13.1,1L,Medium
2054,Sawyer Reserve,Rosé,USA,Oregon,Pinot Noir,2011,13.8,1L,Premium
2055,Manzanilla Riá Pitá,Sparkling,France,Provence,Cabernet Sauvignon,2003,12.2,0.75L,Low
2056,Cuma,White,Argentina,Salta,Sauvignon Blanc,2006,13.4,1L,High
2057,Finale,Sparkling,Argentina,Mendoza,Cabernet Sauvignon,2012,13.8,1L,High
2058,Lee's Secret Vineyard,Dessert,Argentina,Mendoza,Merlot,2007,11.9,1.5L,Low
2059,Rosado Seco,Red,Portugal,Douro,Pinot Noir,2015,14.5,0.75L,High
2060,Hillside Selection,Sparkling,Australia,Barossa Valley,Pinot Noir,2008,13.7,0.75L,High
2061,Lick My Lips,Dessert,Australia,Barossa Valley,Cabernet Sauvignon,2009,15.5,1.5L,Low
2062,Enjoué,Sparkling,Germany,Rheingau,Fetească Neagră,2021,12.9,1L,Medium
2063,Huckleberry's Vineyard,White,Romania,Murfatlar,Cabernet Sauvignon,2014,12.7,1.5L,High
2064,Climax,White,Italy,Piedmont,Pinot Noir,2017,12.4,1L,High
2065,Valbuena,White,USA,Napa Valley,Merlot,2010,15.5,1L,Low
2066,Viña Main,Rosé,Argentina,Mendoza,Malbec,2005,13.8,1L,Medium
2067,Arbitrage,White,Spain,Rioja,Pinot Noir,2018,15.0,1L,High
2068,Sorì Tildin,Dessert,Italy,Veneto,Sauvignon Blanc,2022,14.8,0.75L,High
2069,RED,Red,Australia,Hunter Valley,Syrah,2023,15.4,1.5L,Medium
2070,Muscato,Sparkling,Spain,Rioja,Merlot,2020,13.0,0.75L,Medium
2071,Persia,Sparkling,Romania,Cotnari,Sauvignon Blanc,2003,11.2,0.75L,Low
2072,Collaboration Series Force Majeure Vineyard,Red,Portugal,Alentejo,Malbec,2007,13.9,0.75L,High
2073,Reserve Tapestry,Sparkling,Argentina,Mendoza,Merlot,2019,14.5,0.75L,Medium
2074,Stone Corral Vineyard Estate,Rosé,USA,Oregon,Syrah,2003,12.8,0.75L,Low
2075,Home Block,Sparkling,Portugal,Douro,Merlot,2022,12.3,1L,Premium
2076,Pas Operé Gran Cuvée,Rosé,Romania,Cotnari,Merlot,2010,14.1,1.5L,High
2077,Tierra Alta,Dessert,Chile,Maipo Valley,Pinot Noir,2011,12.6,1L,Medium
2078,Trabener Würzgarten Kabinett Trocken,Rosé,Germany,Rheingau,Tempranillo,2015,12.0,0.75L,Medium
2079,Lawrence Vineyards Freyja,Dessert,Italy,Piedmont,Tempranillo,2003,11.2,0.75L,Medium
2080,Viña 24,Dessert,Germany,Mosel,Riesling,2004,13.8,1L,Low
2081,Tempo,Dessert,Portugal,Douro,Merlot,2016,12.4,0.75L,Low
2082,The Pairing Collection Lobster & Shrimp,Dessert,Australia,Barossa Valley,Malbec,2006,15.0,1.5L,Medium
2083,Starr Ranch Vineyard,White,Romania,Dealu Mare,Riesling,2012,15.1,1.5L,Low
2084,Cerasuolo Rosato,Sparkling,Portugal,Alentejo,Tempranillo,2011,13.9,1.5L,Premium
2085,Forchini Vineyards Old Vine,Sparkling,Australia,Hunter Valley,Pinot Noir,2021,15.3,0.75L,Medium
2086,Triangle Block Chinook,Dessert,France,Burgundy,Chardonnay,2022,13.2,1L,Medium
2087,Almond,Rosé,Chile,Casablanca Valley,Sauvignon Blanc,2016,13.7,1.5L,Premium
2088,No. 77,Rosé,Argentina,Mendoza,Cabernet Sauvignon,2021,13.9,0.75L,High
2089,Piedra Feliz,Red,Portugal,Douro,Fetească Neagră,2002,13.2,1L,Medium
2090,Gran Vinum,Rosé,Argentina,Mendoza,Pinot Noir,2015,14.0,0.75L,Medium
2091,Franchetti,Rosé,USA,Oregon,Cabernet Sauvignon,2018,13.1,0.75L,Low
2092,Herrenberg Auslese #49,Sparkling,Romania,Cotnari,Riesling,2001,14.7,1.5L,Premium
2093,Grenache-Mourvèdre-Shiraz,White,Portugal,Alentejo,Riesling,2021,14.5,0.75L,High
2094,Bacchi Vineyard Old Vine,Dessert,Spain,Rioja,Malbec,2014,14.4,0.75L,High
2095,Single Harvest Colheita Reserve,Rosé,Germany,Mosel,Syrah,2007,11.0,0.75L,Premium
2096,Les Grenouilles,Red,Spain,Ribera del Duero,Sauvignon Blanc,2003,12.6,1.5L,Premium
2097,Châtenay,Red,France,Bordeaux,Fetească Neagră,2007,11.3,1.5L,Medium
2098,Cassango,White,Spain,Catalonia,Pinot Noir,2000,11.8,1.5L,Premium
2099,Duque de Medina Crianza Old Vine,White,USA,Sonoma,Merlot,2007,12.6,0.75L,Premium
2100,Casa al Piano,Red,Chile,Maipo Valley,Chardonnay,2013,14.5,1L,High
2101,Nunes Vineyard 777,Sparkling,Italy,Veneto,Syrah,2010,14.1,0.75L,Premium
2102,Urgestein,White,Romania,Murfatlar,Fetească Neagră,2014,14.0,0.75L,Medium
2103,Sauvignon Blanc-Assyrtico,Sparkling,Italy,Tuscany,Sauvignon Blanc,2013,13.7,1.5L,Premium
2104,Lasira Red Wine,Red,Spain,Rioja,Pinot Noir,2020,14.2,0.75L,Medium
2105,The Derelict Vineyard,Rosé,Spain,Rioja,Syrah,2004,11.5,1.5L,Premium
2106,Five Sisters,Dessert,Argentina,Mendoza,Syrah,2002,12.9,0.75L,High
2107,Les Vergelesses Premier Cru,Sparkling,Argentina,Salta,Malbec,2005,13.0,0.75L,Low
2108,Le 1er,Rosé,France,Bordeaux,Sauvignon Blanc,2008,12.6,0.75L,High
2109,Festival,White,Australia,Barossa Valley,Malbec,2006,14.3,1L,Medium
2110,President's Blend,Dessert,Spain,Catalonia,Syrah,2003,12.6,0.75L,Medium
2111,Abafado 5 years,Dessert,Chile,Casablanca Valley,Fetească Neagră,2001,13.8,0.75L,High
2112,Domaine Raymond Roure,Sparkling,Germany,Rheingau,Malbec,2000,14.9,0.75L,Premium
2113,Raone,White,Portugal,Alentejo,Tempranillo,2013,12.2,1.5L,High
2114,Boschi dei Signori,Sparkling,Chile,Maipo Valley,Fetească Neagră,2022,13.6,1L,Premium
2115,Vieilles Vignes de Cramant Grand Cru,White,Spain,Catalonia,Chardonnay,2021,11.1,1L,High
2116,Marions Vineyard,Sparkling,Spain,Catalonia,Cabernet Sauvignon,2022,14.7,1.5L,Premium
2117,Maximum Rosé,Red,USA,Napa Valley,Chardonnay,2002,13.9,0.75L,Premium
2118,Ranchero,Dessert,France,Champagne,Tempranillo,2001,15.3,0.75L,High
2119,Villa di Monte,White,Argentina,Mendoza,Riesling,2011,11.2,1.5L,High
2120,Blend de Malbecs,Rosé,Australia,Hunter Valley,Malbec,2013,12.5,1.5L,Low
2121,Full Moon Red Wine,White,Chile,Casablanca Valley,Tempranillo,2011,11.3,1L,Low
2122,Riserva Ducale Tan Label,Sparkling,Italy,Piedmont,Syrah,2021,12.5,1L,Medium
2123,Broc de Biques,Red,Portugal,Douro,Syrah,2020,14.2,0.75L,High
2124,Sauvignon Terre Magre,Dessert,Chile,Maipo Valley,Syrah,2013,12.0,0.75L,High
2125,Mervisano,White,Germany,Mosel,Cabernet Sauvignon,2018,15.0,0.75L,High
2126,Vorberg Riserva,Sparkling,France,Champagne,Fetească Neagră,2012,11.0,1.5L,High
2127,In-Circle Cellar Club Iris Estate,Red,France,Champagne,Pinot Noir,2012,11.0,1.5L,Premium
2128,Chateldon Reserva,Sparkling,Chile,Maipo Valley,Fetească Neagră,2013,14.9,1L,High
2129,Artemisa Late Harvest,Sparkling,Italy,Sicily,Chardonnay,2002,11.5,0.75L,High
2130,Sassetto,Sparkling,Portugal,Douro,Sauvignon Blanc,2014,13.2,0.75L,High
2131,Vale do Bomfim,Red,Chile,Maipo Valley,Chardonnay,2006,14.6,1L,High
2132,Graveyard Vineyard,White,Portugal,Douro,Chardonnay,2018,12.7,0.75L,High
2133,Le Sud,Rosé,Italy,Piedmont,Tempranillo,2020,12.7,1.5L,Premium
2134,Le Clos Blanc de Vougeot Premier Cru Monopole,Red,Germany,Rheingau,Merlot,2015,11.1,1L,Premium
2135,Harrison Clarke Vineyard,Rosé,USA,Oregon,Sauvignon Blanc,2009,12.5,1L,Low
2136,Axiom Alegría Vineyards,Rosé,France,Provence,Fetească Neagră,2002,13.8,0.75L,Medium
2137,Freestone Hill Vineyard,Rosé,Chile,Maipo Valley,Merlot,2012,11.4,1.5L,Low
2138,Eclipse Late Harvest,Dessert,Australia,Hunter Valley,Syrah,2004,13.3,1L,High
2139,Vandal Vineyard,Dessert,Portugal,Douro,Tempranillo,2018,13.2,1.5L,Medium
2140,Terra Del Cuore,Rosé,Argentina,Salta,Pinot Noir,2009,14.7,0.75L,Medium
2141,Castelgiocondo Lamaione,Red,Portugal,Douro,Merlot,2003,14.5,1.5L,Low
2142,Reserva de la Familia Brut Nature,Red,Italy,Piedmont,Merlot,2008,11.4,1.5L,Medium
2143,Moscato,Red,Romania,Murfatlar,Cabernet Sauvignon,2005,11.5,0.75L,High
2144,The Eden,Dessert,Portugal,Alentejo,Chardonnay,2023,15.2,0.75L,Premium
2145,Ravan,Sparkling,Australia,Barossa Valley,Riesling,2017,12.6,1.5L,Premium
2146,Gold Collection,Sparkling,USA,Oregon,Sauvignon Blanc,2014,13.1,0.75L,Low
2147,I Saltari Le Vigne di Turano,White,Argentina,Mendoza,Cabernet Sauvignon,2018,11.7,0.75L,Medium
2148,Gelso,White,Italy,Piedmont,Cabernet Sauvignon,2004,15.1,0.75L,Low
2149,Figliodienneenne,White,Portugal,Douro,Chardonnay,2012,12.7,1.5L,Low
2150,Niersteiner Bergkirche Kabinett,Dessert,Argentina,Mendoza,Syrah,2021,14.9,0.75L,Medium
2151,Ovello,White,Romania,Cotnari,Sauvignon Blanc,2018,14.5,1L,Medium
2152,Bürsting,White,Spain,Rioja,Riesling,2005,13.4,0.75L,Low
2153,The Fave,Rosé,Australia,Hunter Valley,Riesling,2016,11.3,1L,Low
2154,Duque de Bragança 20-Year-Old Tawny,Dessert,Germany,Rheingau,Merlot,2013,12.3,1.5L,Medium
2155,Rumanota,Dessert,Australia,Hunter Valley,Pinot Noir,2012,13.5,0.75L,High
2156,Afix,White,Romania,Cotnari,Cabernet Sauvignon,2012,11.0,0.75L,Medium
2157,The Elements of Stonecross,White,France,Bordeaux,Cabernet Sauvignon,2017,14.5,0.75L,Premium
2158,Evidência,Red,Argentina,Salta,Merlot,2011,13.7,0.75L,High
2159,Fiorenza,Red,Germany,Rheingau,Malbec,2010,15.4,1L,Medium
2160,Marie de Beauregard,Rosé,Italy,Tuscany,Riesling,2010,11.5,1.5L,Premium
2161,Perdriel Single Vineyard,Rosé,Germany,Rheingau,Fetească Neagră,2017,15.3,0.75L,Medium
2162,Goutte d'Or Premier Cru,Dessert,Chile,Casablanca Valley,Chardonnay,2005,14.1,0.75L,Low
2163,Terre de Marne,Rosé,Chile,Casablanca Valley,Syrah,2017,12.2,1L,Low
2164,21st Anniversary Release,Rosé,Romania,Murfatlar,Malbec,2001,12.9,1.5L,High
2165,Vallado,White,France,Burgundy,Cabernet Sauvignon,2000,13.9,0.75L,Low
2166,Agira Vineyard,Red,Italy,Tuscany,Tempranillo,2020,12.2,1.5L,Low
2167,Cuvée Christine Vendanges Tardives,Sparkling,Argentina,Mendoza,Syrah,2014,12.7,0.75L,Premium
2168,Stuller Vineyard,Red,Australia,Hunter Valley,Riesling,2020,15.3,1.5L,Low
2169,Dijon 667 Clone,Sparkling,Spain,Ribera del Duero,Fetească Neagră,2008,12.7,1.5L,Premium
2170,Walla Walla Valley Reserve,White,Australia,Hunter Valley,Sauvignon Blanc,2011,12.6,0.75L,Low
2171,Convento do Tomar Reserva,White,Germany,Rheingau,Pinot Noir,2017,15.5,1.5L,Medium
2172,Charles VII Brut Rosé,Rosé,Italy,Piedmont,Fetească Neagră,2011,12.0,1L,Premium
2173,Casa Carneros Vineyards,Sparkling,Portugal,Douro,Pinot Noir,2022,13.0,1.5L,Medium
2174,Château de Blagny Premier Cru,Red,France,Provence,Sauvignon Blanc,2010,15.4,1L,High
2175,To Kalon Vineyard I-Block,White,Chile,Casablanca Valley,Pinot Noir,2021,15.4,0.75L,Low
2176,Barrel Select,Rosé,Germany,Mosel,Malbec,2009,12.8,1.5L,Premium
2177,La Herradura Vineyard,Red,Italy,Piedmont,Syrah,2022,11.9,1L,Premium
2178,Loibner Garten Smaragd,Rosé,Italy,Tuscany,Tempranillo,2020,14.2,1.5L,Medium
2179,Valdemoreda,Dessert,Australia,Barossa Valley,Riesling,2008,13.7,1.5L,Low
2180,Agiorgitiko (St. George),Rosé,Argentina,Salta,Pinot Noir,2016,12.3,1L,High
2181,Lunetta Brut,Red,Germany,Mosel,Tempranillo,2002,12.7,1.5L,Medium
2182,Estate Bottled Vinho Tinto,White,Chile,Casablanca Valley,Riesling,2006,12.1,1.5L,High
2183,The Will HVA Heaton,Rosé,Argentina,Salta,Sauvignon Blanc,2022,14.5,1L,High
2184,Quinta de Bons-Ventos,Red,USA,Napa Valley,Chardonnay,2011,15.4,1L,Medium
2185,Bassanella,Dessert,Spain,Ribera del Duero,Syrah,2018,12.1,0.75L,Low
2186,Vinha do Almo,White,Romania,Murfatlar,Pinot Noir,2013,14.1,0.75L,High
2187,Espirito Branco,Dessert,Australia,Barossa Valley,Fetească Neagră,2001,14.7,1L,Premium
2188,Benefizium Porer,Dessert,Spain,Rioja,Sauvignon Blanc,2014,11.1,1.5L,Premium
2189,Riserva d'Argento,Rosé,Germany,Mosel,Sauvignon Blanc,2003,11.4,0.75L,Premium
2190,Cuvée Saint-Pierre,Dessert,Italy,Veneto,Merlot,2019,13.7,1L,Low
2191,Villa al Cortile,Dessert,USA,Oregon,Riesling,2007,13.9,0.75L,Medium
2192,Clos Jebsal Séléction des Grains Nobles,Sparkling,Spain,Ribera del Duero,Sauvignon Blanc,2005,11.3,1.5L,Medium
2193,Cavanera Rovo delle Coturnie,Rosé,Argentina,Salta,Syrah,2006,11.7,1L,High
2194,Cuvée Réservée,Sparkling,Spain,Catalonia,Fetească Neagră,2022,11.5,1L,High
2195,Union Island Red,White,Romania,Cotnari,Riesling,2017,12.6,1.5L,High
2196,Tinto St. Helena,Sparkling,Italy,Sicily,Sauvignon Blanc,2003,14.8,1L,Low
2197,3 Puttonyos Aszú,Dessert,Romania,Cotnari,Sauvignon Blanc,2018,11.8,1.5L,High
2198,Piastraia,Sparkling,France,Champagne,Chardonnay,2000,12.5,1L,High
2199,Floreado,Red,Germany,Rheingau,Chardonnay,2022,15.2,1.5L,High
2200,Aegades,Rosé,USA,Napa Valley,Merlot,2021,11.0,1.5L,Medium
2201,Viñas de Olivara,Dessert,Australia,Hunter Valley,Fetească Neagră,2023,13.3,0.75L,Medium
2202,Coste d'Aleyrac Pic Saint-Loup,Dessert,Spain,Rioja,Sauvignon Blanc,2009,12.6,1L,High
2203,Cuvée Caroline,Red,Spain,Catalonia,Sauvignon Blanc,2015,13.1,1.5L,Medium
2204,Il Sole di Alessandro,Dessert,USA,Napa Valley,Merlot,2008,15.2,1.5L,Low
2205,Premium Gradenthal,Sparkling,Germany,Rheingau,Tempranillo,2014,14.1,0.75L,Premium
2206,Balifico,Dessert,Italy,Piedmont,Pinot Noir,2005,13.2,1.5L,Premium
2207,Aquarius,White,France,Champagne,Syrah,2022,15.1,1L,Medium
2208,Grower's Reserve Shazzam!,Red,USA,Oregon,Tempranillo,2012,13.4,1L,High
2209,Il Solatio,Dessert,USA,Napa Valley,Pinot Noir,2008,14.1,1L,Low
2210,Starderi,Sparkling,USA,Sonoma,Tempranillo,2012,15.1,1L,Low
2211,Nostalgie Brut,Dessert,Portugal,Alentejo,Cabernet Sauvignon,2009,14.6,1L,Low
2212,Rim Rock Vineyard,Rosé,Portugal,Douro,Tempranillo,2015,11.8,0.75L,High
2213,Hand Picked t/g/v,White,USA,Sonoma,Tempranillo,2007,11.4,1L,Medium
2214,Au Contraire Old Vine,Sparkling,France,Burgundy,Pinot Noir,2013,13.9,0.75L,Premium
2215,The 1880,Rosé,Argentina,Mendoza,Tempranillo,2004,12.3,0.75L,High
2216,Tourvanillo Silvaspoons Vineyard Reserve,Dessert,Spain,Catalonia,Pinot Noir,2019,12.0,1.5L,High
2217,Amoenus,Rosé,Portugal,Alentejo,Sauvignon Blanc,2013,15.2,1L,Premium
2218,Rio Camerata Riserva,Rosé,Chile,Maipo Valley,Riesling,2011,13.1,1L,Premium
2219,Fess Parker Vineyards,Rosé,Argentina,Salta,Pinot Noir,2004,13.8,1.5L,High
2220,Morgadio da Torre,White,Australia,Barossa Valley,Pinot Noir,2016,14.8,0.75L,Low
2221,Entre II Santos,Rosé,Portugal,Douro,Tempranillo,2001,12.7,1L,Medium
2222,Pratt Vineyard,White,France,Provence,Pinot Noir,2003,15.1,1.5L,Low
2223,La Vie Douce,White,France,Provence,Chardonnay,2000,14.2,1L,Premium
2224,Abbott Claim Vineyard,Sparkling,Germany,Rheingau,Pinot Noir,2017,11.8,0.75L,Premium
2225,McKinley Springs Vineyard,White,Germany,Rheingau,Pinot Noir,2015,14.4,1L,High
2226,Kirchenschlüssel Trocken,Red,USA,Sonoma,Riesling,2015,12.9,1.5L,Low
2227,Piesport Goldtröpfchen Kabinett,Dessert,Australia,Barossa Valley,Fetească Neagră,2013,11.9,1.5L,Premium
2228,Reed Vineyard,Red,France,Bordeaux,Tempranillo,2012,14.8,1L,Medium
2229,Les Cimels,White,Romania,Murfatlar,Pinot Noir,2005,11.7,0.75L,Premium
2230,Carmenere,Red,Germany,Mosel,Cabernet Sauvignon,2013,14.0,0.75L,High
2231,Wehlener Sonnenuhr Auslese Grosse Lage,White,Italy,Piedmont,Tempranillo,2017,13.1,1.5L,Premium
2232,Spicy White Scheurebe Kabinett,Red,Argentina,Salta,Syrah,2011,13.1,1.5L,Premium
2233,Essence de Roussanne,White,Italy,Sicily,Chardonnay,2007,12.2,1L,High
2234,Talianna,White,USA,Napa Valley,Tempranillo,2019,15.1,0.75L,Premium
2235,Mekan,Dessert,Chile,Casablanca Valley,Tempranillo,2005,12.5,1L,Medium
2236,Red Dirt Red,Red,USA,Sonoma,Tempranillo,2002,11.6,1.5L,High
2237,Sperss,Dessert,Portugal,Douro,Tempranillo,2022,14.4,1L,Medium
2238,Vigneto Storico,Dessert,Argentina,Mendoza,Merlot,2020,14.0,1.5L,Medium
2239,La Sillote,Sparkling,Germany,Mosel,Cabernet Sauvignon,2013,11.5,1L,Medium
2240,Angelo,Dessert,Argentina,Salta,Sauvignon Blanc,2022,14.1,1.5L,Medium
2241,Senftenberger Rameln,Dessert,Chile,Maipo Valley,Pinot Noir,2006,12.8,0.75L,Premium
2242,Vinhas Velhas de Santa Maria,Sparkling,USA,Sonoma,Cabernet Sauvignon,2023,11.2,0.75L,Low
2243,Jumara,White,Argentina,Salta,Riesling,2017,15.1,1L,Low
2244,Therra,Dessert,Romania,Murfatlar,Riesling,2016,14.3,1.5L,High
2245,Reserve Assemblage Carmenère-Cabernet Sauvignon-Cabernet Franc,Rosé,Italy,Tuscany,Merlot,2022,14.3,0.75L,Low
2246,Harris Kratka Vineyard,Dessert,USA,Napa Valley,Cabernet Sauvignon,2007,13.2,1.5L,Low
2247,Pinteivera,Dessert,USA,Sonoma,Chardonnay,2000,11.9,1L,Low
2248,Alba Cor White,White,Italy,Tuscany,Riesling,2003,11.5,1.5L,Premium
2249,Carlos Reynolds,Red,Argentina,Salta,Tempranillo,2004,15.2,0.75L,Medium
2250,La Miranda de Secastilla,White,Argentina,Salta,Tempranillo,2008,14.7,0.75L,Medium
2251,East Bench,Rosé,Argentina,Mendoza,Pinot Noir,2010,15.0,1.5L,Medium
2252,Kurni,Red,Spain,Ribera del Duero,Merlot,2001,11.6,1.5L,High
2253,Jackson's Vineyard,Dessert,Spain,Rioja,Cabernet Sauvignon,2012,12.6,1L,High
2254,Siccagno,Dessert,Spain,Catalonia,Sauvignon Blanc,2000,11.5,0.75L,Low
2255,Coté de Lune Rouge Lasseter Vineyards,Red,France,Champagne,Riesling,2011,12.2,0.75L,Low
2256,Private Reserve Special Limited Edition,Sparkling,Germany,Mosel,Riesling,2016,13.9,1L,Low
2257,Starmont,Dessert,France,Burgundy,Pinot Noir,2014,12.7,1.5L,Medium
2258,Riserva Gemini,Dessert,USA,Napa Valley,Merlot,2008,14.5,1.5L,Medium
2259,Il Picchio Riserva,Red,USA,Napa Valley,Malbec,2008,14.8,1L,High
2260,Great White Unwooded,Rosé,Australia,Barossa Valley,Sauvignon Blanc,2014,12.3,0.75L,Medium
2261,Double L Vineyard,White,USA,Napa Valley,Cabernet Sauvignon,2005,14.9,0.75L,Low
2262,Three Hills Cuvée,Red,Australia,Hunter Valley,Pinot Noir,2022,12.9,1.5L,High
2263,Oceanus Touriga Nacional-Cabernet Sauvignon,White,Spain,Rioja,Pinot Noir,2022,11.7,0.75L,Low
2264,Platinum Desert Ridge,Red,USA,Napa Valley,Fetească Neagră,2016,12.0,0.75L,Premium
2265,Peltier Station,Dessert,Australia,Barossa Valley,Chardonnay,2020,12.5,0.75L,High
2266,Verjago,White,USA,Oregon,Cabernet Sauvignon,2014,12.5,1L,Premium
2267,Dutton Ranch Kylie's Cuvée,Rosé,Argentina,Salta,Chardonnay,2011,14.5,0.75L,Medium
2268,La Corte,Sparkling,Argentina,Salta,Pinot Noir,2009,11.2,0.75L,Low
2269,I Castei Campo Casalin,Dessert,Portugal,Alentejo,Cabernet Sauvignon,2003,11.2,1L,Premium
2270,Ken's Reserve,Red,Romania,Dealu Mare,Merlot,2019,12.2,0.75L,Low
2271,Authenticity Paderewski Vineyard,Red,USA,Sonoma,Malbec,2023,14.5,0.75L,Low
2272,Cuvée Famille Willm,Rosé,Australia,Hunter Valley,Fetească Neagră,2005,12.6,1.5L,High
2273,Monte Vilar Grande Reserva,Sparkling,France,Champagne,Riesling,2001,11.8,1L,Low
2274,Il Moro,Dessert,Argentina,Salta,Fetească Neagră,2012,15.2,1L,Low
2275,Filiria,Red,Chile,Casablanca Valley,Riesling,2012,14.3,1L,Medium
2276,El Capitan,Rosé,Spain,Ribera del Duero,Cabernet Sauvignon,2017,11.2,1L,Medium
2277,Cordon Cut,White,Germany,Rheingau,Malbec,2005,11.2,0.75L,High
2278,Desert Wind Vineyard Bare Naked,Red,Italy,Piedmont,Cabernet Sauvignon,2005,11.8,0.75L,Premium
2279,Gravel Road,Sparkling,Italy,Tuscany,Sauvignon Blanc,2011,14.8,0.75L,High
2280,Il Sestante Vigneto San Martino,Dessert,Italy,Sicily,Pinot Noir,2019,13.2,1.5L,Premium
2281,Adamado,White,Portugal,Alentejo,Syrah,2012,13.1,1.5L,Low
